University,latitude,longitude,Foundedin,incomegroup,Number of Student
Al-Nukhba University College,33.3586307,44.4146803,1996.0,Upper middle income,8380
Al-Qadisiya University,32.0038821,44.8806202,1988.0,Upper middle income,55254
"Al-Qalam University, Katsina",12.9416272,7.6012546,2005.0,Lower middle income,9347
Al-Qasemi Academic College Of Education,32.4214702,35.0321982,1989.0,High income,8364
Al-Qasim Green University,32.3060143,44.6776736,2012.0,Upper middle income,15621
Al-Qolam Institute Of Islamic Studies,-8.1521274,112.6438132,1985.0,Upper middle income,8874
Al-Quds Open University,31.9200561,35.2076317,1985.0,Lower middle income,248687
Al-Quds University,31.7557584,35.2600622,1984.0,Lower middle income,47904
Al-Qur'An University Of Science,-7.3279748,109.9021579,1988.0,Upper middle income,8015
Al-Rafidain University College,33.3643345,44.4071115,1988.0,Upper middle income,20280
Al-Riyada College For Health Sciences,21.5212278,39.1559098,2006.0,High income,12640
Al-Sham Private University,33.5058463,36.2862841,2011.0,Low income,7432
Al-Tosic University College,33.3184171,44.360599,2006.0,Upper middle income,5703
Al-Turath University College,33.3183552,44.3607489,1988.0,Upper middle income,10140
Al-Washliyah College Of Economics,1.6010712,98.8673057,1990.0,Upper middle income,7593
Al-Washliyah Labuhan Batu University,2.0802015,99.844309,1930.0,Upper middle income,10603
Al-Zaiem Al-Azhari University,15.6376977,32.5267873,1993.0,Low income,38244
Al-Zaytoonah University Of Jordan,31.832817,35.8925197,1993.0,Upper middle income,41680
Alabama Agricultural And Mechanical University,34.7838409,-86.5722237,1875.0,High income,59350
Alabama State University,32.3636575,-86.2940174,1867.0,High income,60024
Alagappa University,10.0787776,78.7901995,1985.0,Lower middle income,14997
Alagoas State University Of Health Sciences,-9.6736034,-35.7587505,1970.0,Upper middle income,57133
Alanus University Of Arts And Social Sciences,50.7459168,7.027185,1973.0,High income,10015
Alanya Is Always University,36.5482462,32.0321323,2014.0,Upper middle income,29635
Alasala Collleges,26.3733176,49.9757656,2016.0,High income,6178
Alaska Pacific University,61.1892616,-149.8065058,1957.0,High income,9407
Alassane Ouattara University,7.6864226,-5.0667005,1992.0,Lower middle income,101927
Albaha University,20.0417676,41.4466086,2006.0,High income,57853
Albay Institute Of Technology,13.2338567,123.533417,1993.0,Lower middle income,33457
Alberoni University,35.1270053,69.3193192,1998.0,Low income,9705
Albert Einstein Israeli Faculty Of Health Sciences,40.8504961,-73.8459022,1989.0,Upper middle income,29854
Albert Einstein University,19.5468464,-99.3932481,1998.0,Upper middle income,10517
Albert Einstein University,13.6742437,-89.2352249,1973.0,Lower middle income,6424
Alberta College Of Art And Design,51.0619506,-114.0913314,1926.0,High income,10721
Alberto Hurtado University,-33.4450185,-70.6617436,1997.0,High income,12779
Alberto Masferrer Salvadorean University,13.7025995,-89.2007217,1979.0,Lower middle income,18673
Albertus Magnus College.,41.3316093,-72.9226957,1925.0,High income,15658
Albion College,42.2440064,-84.7451775,1835.0,High income,25888
Alborz University,35.8425953,51.0072771,2004.0,Upper middle income,6590
Alborz University Of Medical Sciences,35.8425953,51.0072771,2010.0,Upper middle income,5444
Albstadt-Sigmaringen University,48.0883201,9.23952,1971.0,High income,20017
Alcide De Gasperi University Of Euroregional Economy In J��Zef��W,52.1441147,21.2152037,2002.0,High income,10121
Aldersgate College,16.5144081,121.1824091,1965.0,Lower middle income,39592
Aldete Maria Alves Faculty,-19.7281417,-50.2098503,1998.0,Upper middle income,25076
Alecu Russo State University Of Balti,47.7544274,27.9215757,1945.0,Lower middle income,86764
Alejandro Colleges,14.7245572,121.0353443,1986.0,Lower middle income,31449
Aleksand��R Moisiu University Of Durr��S,41.3133614,19.4342029,2005.0,Upper middle income,31061
Alemarz School Of Science And Technology,7.9052801,125.0910034,1972.0,Lower middle income,43507
Alexander Dubcek University In Trencin,48.898708,18.047361,1997.0,High income,22047
Alexander Von Humboldt Business University Corporation,4.5425573,-75.6628384,2001.0,Upper middle income,14887
Alexander Von Humboldt University,10.4949921,-66.8286938,1997.0,Upper middle income,14552
Alexandria University,31.2105711,29.9130705,1942.0,Lower middle income,1261367
Alexandru Ioan Cuza Police Academy Of Bucharest,44.5205529,26.081621,1991.0,High income,13528
Alexandru Ioan Cuza University Of Iasi,47.1741385,27.5722978,1860.0,High income,217180
Alexian College Of Field,7.333333,124.316667,2004.0,Lower middle income,22440
Alfacastelo Faculty,-23.5033939,-46.8800396,2000.0,Upper middle income,25066
Alfaisal University,24.6633117,46.677254,2002.0,High income,8371
Alfelor Sr. Memorial College,13.920529,122.5929322,1985.0,Lower middle income,33686
Alfonso Cravioto Institute Of Advanced Teaching,19.3471156,-99.0580691,1993.0,Upper middle income,31304
Alfonso Reyes University,25.7521824,-100.2586794,1993.0,Upper middle income,11695
Alfonso X El Sabio University,40.4685908,-4.0084958,1993.0,High income,61361
Alfred Nobel University Dnipropetrovs'K,48.4716964,35.0430212,1993.0,Lower middle income,15343
Alfred Nobel University Of Mexico,20.402402,-100.0135871,1997.0,Upper middle income,10518
Alfredo Nasser Faculty,-16.7286056,-49.2603396,2000.0,Upper middle income,25066
Algebra University College,45.8149922,15.9449253,1998.0,High income,57338
Algerian Business School,36.730584,3.1589429,2004.0,Lower middle income,13118
Algerian Petroleum Institute,36.7522736,3.4815161,1965.0,Lower middle income,21311
Algonquin College,45.3499278,-75.7549368,1957.0,High income,133439
Alhamd Islamic University,30.2190006,66.9928909,1995.0,Lower middle income,8419
Aliah University,22.5894397,88.4867745,2007.0,Lower middle income,14701
Alice Lloyd College,37.3359167,-82.8735944,1923.0,High income,6764
Alice Salomon University Of Applied Sciences Berlin,52.5370248,13.6058136,1908.0,High income,16205
Aligagag College,13.866288,121.0052549,1948.0,Lower middle income,40924
Aligarh Muslim University,27.9135016,78.0781901,1875.0,Lower middle income,198164
Alioune Diop University Of Bambey,14.6959099,-16.4783497,2004.0,Lower middle income,14132
Alkan University College,9.044644,38.7421434,2002.0,Low income,16567
Alkhairaat University,-0.890338,119.851902,1989.0,Upper middle income,8010
"All India Institute Of Medical Sciences, New Delhi",28.565054,77.2099264,1956.0,Lower middle income,24889
All Nations College,14.6307585,121.1217335,2005.0,Lower middle income,22439
All Nations University College,6.0949324,-0.2560458,1988.0,Lower middle income,10357
All-Russian Distance Education Institute Of Finance And Economics,43.6609086,-79.3959518,1930.0,Upper middle income,43942
All-Russian State University Of Cinematography Named After S.A. Gerasimov,55.835017,37.6373791,1919.0,Upper middle income,21856
All-Russian State University Of Justice,55.7711218,37.6171001,1970.0,Upper middle income,41842
Allama Iqbal Open University,33.684798,73.055856,1974.0,Lower middle income,1940018
Allameh Mohaddes Young University,36.5564973,52.0245207,1996.0,Upper middle income,12481
Allameh Tairy'I University,35.7595726,51.2602973,1957.0,Upper middle income,119901
Allende Centre For Advanced Studies,19.5098378,-99.1295068,2001.0,Upper middle income,9346
Allende Institute,20.9095424,-100.7468459,1937.0,Upper middle income,34776
Allende University Center,20.0532548,-99.3453663,1997.0,Upper middle income,10518
Alliance University,12.7304796,77.7067921,1996.0,Lower middle income,20533
Alliant International University San Diego,32.8965218,-117.0944619,1969.0,High income,8071
Alliant International University San Diego - Alliant International University - Sacramento,38.613364,-121.5092991,1969.0,High income,5429
Alma College,43.3807565,-84.6728043,1886.0,High income,19248
Alma Mater University,9.9353656,-84.0894927,2003.0,Upper middle income,7054
Almaarefa University,24.7581816,46.5797949,2009.0,High income,6063
Almaty Academy Of Economics And Statistics,49.7786082,73.0647307,1997.0,Upper middle income,10383
Almaty Management University,43.206293,76.893285,1988.0,Upper middle income,16332
Almaty Technological University,43.252867,76.9273043,1952.0,Upper middle income,82845
Almaty University,43.2324793,76.8915559,1998.0,Upper middle income,13287
Almaty University Of Power Engineering And Telecommunications Named After Gumarbeka Daukeeva,43.2345061,76.9311141,1975.0,Upper middle income,45381
Almetievsk State Oil Institute,54.9045634,52.3120439,1992.0,Upper middle income,27614
Alonso De Ojeda Private University,10.2136259,-71.3134707,2002.0,Upper middle income,12489
Alpha And Omega Institute Of Higher Education,17.9829351,-92.9363146,1994.0,Upper middle income,31287
Alpha University College,8.9939282,38.7571665,1981.0,Low income,22244
Alpha University College,9.562908,44.0446239,2009.0,Low income,7502
Alphacrucis College,-33.8149605,151.0087327,1948.0,High income,21467
Alsharg Alahlia College,15.4156868,36.3555544,1996.0,Low income,10992
Alsun Academy,30.0665655,31.3440219,1992.0,Lower middle income,22624
Altai State Humanitarian Pedagogical University Named After V.M. Shukshin,52.5370767,85.195055,1933.0,Upper middle income,78036
Altai State Institute Of Culture,53.368294,83.684181,1974.0,Upper middle income,37986
Altai State Medical University,53.3426559,83.7834162,1954.0,Upper middle income,41677
Altai State Pedagogical University,53.341733,83.760878,1933.0,Upper middle income,46242
Altai State University,53.3482087,83.7757878,1973.0,Upper middle income,94600
Altai State University Of Agriculture,53.338495,83.772816,1943.0,Upper middle income,81732
Altinbas University,41.057219,28.820436,2008.0,Upper middle income,25349
Alva Edison University,19.0473908,-98.2045937,1982.0,Upper middle income,13809
Alwasahiyah University,3.1519373,101.6711449,1958.0,Upper middle income,10194
Alyarmouk College,15.5501339,32.5813253,2009.0,Low income,7733
Alzahra University,35.768276,51.3925806,1964.0,Upper middle income,55636
Alzate University Of Small,19.0522288,-98.7886247,1977.0,Upper middle income,14627
Ama Computer University,14.665306,121.0125244,1987.0,Lower middle income,706382
Ama International University - Bahrain,26.183729,50.5191798,2002.0,High income,7114
Amadou Dieng University,9.6342253,-13.5793311,2007.0,Low income,20918
Amar Telidji University Of Laghouat,33.7960244,2.8495196,1986.0,Lower middle income,57747
Amasya University,40.6536327,35.8057732,2006.0,Upper middle income,38163
Amauta University,19.4615142,-99.1258849,1993.0,Upper middle income,11695
Ambo University,8.98225,37.8447859,1939.0,Low income,50595
Ambrose Alli University,6.7380621,6.0798099,1981.0,Lower middle income,106516
Ambrose University,51.0339643,-114.1934126,1921.0,High income,5083
American Academy Of Art,41.8771075,-87.6251185,1923.0,High income,9558
American College,35.169473,33.359957,1975.0,High income,5807
American College Dublin,53.3411883,-6.2504237,1993.0,High income,21375
American College Of Education,39.7696979,-86.1602258,1858.0,High income,8446
American College University,12.136139,-86.284816,2005.0,Lower middle income,9123
American Conservatory Theater,37.7869963,-122.4102535,1965.0,High income,5419
American Continent University,20.5258175,-100.8179035,1977.0,Upper middle income,14762
American International College,42.1129218,-72.5573236,1885.0,High income,33502
American International University-Bangladesh,23.8221242,90.4274063,1994.0,Lower middle income,34046
American Sentinel University,41.535424,-73.081523,1988.0,High income,10641
American Technological University,19.4002101,-99.1699073,1971.0,Upper middle income,15337
American University,-25.278563,-57.599466,1991.0,Upper middle income,18654
American University,8.985672,-79.5235354,1997.0,High income,20733
American University,12.1088398,-86.2571463,1992.0,Lower middle income,10095
American University,19.3368535,-99.1938748,1993.0,Upper middle income,11695
American University,38.9368711,-77.0886283,1997.0,Upper middle income,24319
American University,38.9379851,-77.0888687,1893.0,High income,170332
American University Centre Of The State Of Morelos,18.967225,-99.2397506,1997.0,Upper middle income,10518
American University Corporation,10.991339,-74.8070884,2006.0,Upper middle income,12157
American University In Central Asia,42.81064,74.627359,1993.0,Lower middle income,5388
American University In Dubai,25.091209,55.1560728,1995.0,High income,7272
American University In The Emirates,25.1233303,55.4107049,2006.0,High income,7221
American University Of Acapulco,16.8621541,-99.8792555,1991.0,Upper middle income,11844
American University Of Armenia,40.1930556,44.5044443,1991.0,Upper middle income,7568
American University Of Beirut,33.9008359,35.480744,1866.0,Upper middle income,74072
American University Of Culture And Education,33.8720097,35.5139573,1983.0,Upper middle income,10186
American University Of Kuwait,29.343992,48.0834128,2003.0,High income,8219
American University Of Madaba,31.6611744,35.8007333,2005.0,Upper middle income,7836
American University Of Morelos,18.9444074,-99.2244121,1986.0,Upper middle income,12798
American University Of Ras Al Khaimah,25.7888834,55.9928256,2005.0,High income,7556
American University Of Science And Technology,33.8845787,35.5230735,1994.0,Upper middle income,21885
American University Of Sharjah,25.3115602,55.4926503,1997.0,High income,13703
American University Of Technology,34.4238061,35.8326236,2000.0,Upper middle income,10626
American University Of The Isthmus,38.9379851,-77.0888687,1999.0,Upper middle income,10658
Amherst College,42.3709104,-72.5170028,1821.0,High income,22832
Amiens Business School,49.8965972,2.2975762,1942.0,High income,6731
Amiens School Of Art And Design,49.9022196,2.293187,1758.0,High income,13768
Amikom University Of Yogyakarta,-7.7599049,110.4090461,2010.0,Upper middle income,32378
Amine Elokkal El Hadj Moussa Egakhamouk University Centre Of Tamanrasset,22.8151913,5.448912,2005.0,Lower middle income,22727
Amir Hamzah University,3.6056353,98.7167586,1980.0,Upper middle income,9000
Amirkabir University Of Technology,35.7031972,51.4095662,1958.0,Upper middle income,73836
"Amity University, Haryana",28.3184502,76.9137212,2010.0,Lower middle income,6077
"Amity University, Rajasthan",43.6536199,-79.5439858,2008.0,Lower middle income,6075
"Amity University, Uttar Pradesh",28.5439106,77.3331085,1986.0,Lower middle income,126659
Amman Arab University,32.1161706,35.8815279,1997.0,Upper middle income,8831
Ammon Applied University College,31.959064,35.886664,1980.0,Upper middle income,11024
Amol University Of Special Modern Technologies,36.4555174,52.3514903,2009.0,Upper middle income,5371
