University,latitude,longitude,Foundedin,incomegroup,private01,Number of Student
Autonomous Metropolitan University,19.2871284,-99.1367395,1973.0,Upper middle income,0.0,400509.0
Autonomous Technological Institute Of Mexico,19.345266,-99.2003875,1946.0,Upper middle income,1.0,40569.0
Autonomous University Foundation Of Colombia,4.5984129,-74.0720941,1971.0,Upper middle income,1.0,49416.0
Autonomous University Of Aguascalientes,21.9112192,-102.3117639,1871.0,Upper middle income,0.0,86972.0
Autonomous University Of Asunci��N,-25.2873398,-57.6431273,1978.0,Upper middle income,1.0,34514.0
Autonomous University Of Baja California,32.6632392,-115.469044,1957.0,Upper middle income,0.0,254861.0
Autonomous University Of Barcelona,41.5021421,2.1038536,1968.0,High income,0.0,320927.0
Autonomous University Of Beni,-14.8126202,-64.8923135,1967.0,Lower middle income,0.0,59380.0
Autonomous University Of Black Stones,19.3365296,-99.1886248,1929.0,Upper middle income,1.0,124430.0
Autonomous University Of Bucaramanga,7.1164673,-73.1054065,1952.0,Upper middle income,1.0,57569.0
Autonomous University Of Central America,9.9190634,-84.0246227,1976.0,Upper middle income,1.0,45581.0
Autonomous University Of Chapingo,19.4912218,-98.8852824,1854.0,Upper middle income,0.0,64645.0
Autonomous University Of Chapingo - Regional University Unit Of The Arid Zones,19.4912218,-98.8852824,1974.0,Upper middle income,0.0,56609.0
Autonomous University Of Chapingo - South South East Regional University Unit,19.4912218,-98.8852824,1974.0,Upper middle income,0.0,56609.0
Autonomous University Of Chiapas,16.7543515,-93.1546234,1975.0,Upper middle income,0.0,85016.0
Autonomous University Of Chihuahua,28.655157,-106.0877267,1954.0,Upper middle income,0.0,180902.0
Autonomous University Of Chile,-33.4275529,-70.6118204,1989.0,High income,1.0,109638.0
Autonomous University Of Chiriqu��,8.4314849,-82.4502259,1994.0,High income,0.0,50895.0
Autonomous University Of Ciudad Del Carmen,18.6470984,-91.8187032,1967.0,Upper middle income,0.0,40287.0
Autonomous University Of Ciudad Ju��Rez,31.7497479,-106.4401753,1973.0,Upper middle income,0.0,110712.0
Autonomous University Of Coahuila,25.4675557,-100.9793021,1957.0,Upper middle income,0.0,157518.0
Autonomous University Of Durango,24.0470371,-104.63208,1992.0,Upper middle income,1.0,49682.0
Autonomous University Of Entre R��Os,-31.7270869,-60.5144501,2000.0,Upper middle income,0.0,33373.0
Autonomous University Of Guadalajara,20.6946969,-103.4181787,1935.0,Upper middle income,1.0,178874.0
Autonomous University Of Guerrero,17.5369204,-99.495612,1869.0,Upper middle income,0.0,338659.0
Autonomous University Of Madrid,40.5466983,-3.6943619,1968.0,High income,0.0,287980.0
Autonomous University Of Nayarit,21.5106256,-104.8985228,1961.0,Upper middle income,0.0,108654.0
Autonomous University Of Nuevo Le��N,25.726406,-100.3119038,1933.0,Upper middle income,0.0,1088711.0
Autonomous University Of Quer��Taro,20.5926797,-100.4131475,1625.0,Upper middle income,0.0,153881.0
Autonomous University Of San Luis Potos��,19.4183085,-99.1576152,1624.0,Upper middle income,0.0,228346.0
Autonomous University Of Santo Domingo,18.4605416,-69.9194654,1538.0,Upper middle income,0.0,1000397.0
Autonomous University Of Sinaloa,24.8254045,-107.3817364,1873.0,Upper middle income,0.0,823731.0
Autonomous University Of Tamaulipas,23.7325086,-99.1446325,1955.0,Upper middle income,0.0,292960.0
Autonomous University Of The Caribbean,11.0036109,-74.8240471,1967.0,Upper middle income,1.0,96483.0
Autonomous University Of The North East,25.4353857,-100.9964721,1974.0,Upper middle income,1.0,42834.0
Autonomous University Of The State Of Hidalgo,20.1245406,-98.796916,1869.0,Upper middle income,0.0,144809.0
Autonomous University Of The State Of Mexico,19.283993,-99.6777566,1828.0,Upper middle income,0.0,329318.0
Autonomous University Of The West,4.6383379,-74.0885249,1969.0,Upper middle income,1.0,65396.0
Autonomous University Of Tlaxcala,19.3018472,-98.242377,1976.0,Upper middle income,0.0,83194.0
Autonomous University Of Yucatan,20.9695848,-89.6229628,1922.0,Upper middle income,0.0,32027.0
Avans University Of Applied Science,51.6885178,5.2866376,2004.0,High income,0.0,95102.0
Avicenna Tajik State Medical University,38.602117,68.7857319,1939.0,Low income,0.0,31358.0
Awadhesh Pratip Singh University,24.5676929,81.3326492,1968.0,Lower middle income,0.0,477326.0
Awesome University,43.7824893,-79.1887005,1947.0,Low income,0.0,104521.0
Aydin Adnan Menderes University,37.8529666,27.8543611,1992.0,Upper middle income,0.0,85828.0
Azerbaijan Medical University,40.3955752,49.832795,1919.0,Upper middle income,0.0,101746.0
Azerbaijan State Academy Of Physical Education And Sport,40.4009487,49.8564499,1930.0,Upper middle income,0.0,37734.0
Azerbaijan State Agrarian University,40.6740694,46.3506627,1929.0,Upper middle income,0.0,33417.0
Azerbaijan State Pedagogical University,40.396605,49.8360584,1921.0,Upper middle income,0.0,149315.0
Azerbaijan State University Of Economics,40.3676432,49.8321651,1930.0,Upper middle income,0.0,160913.0
Azerbaijan Technical University,40.3701006,49.8154458,1920.0,Upper middle income,0.0,125187.0
Azerbaijan University Of Architecture And Construction,40.3698885,49.8131805,1920.0,Upper middle income,0.0,37534.0
Azerbaijan University Of Languages,40.3837753,49.8432014,1937.0,Upper middle income,0.0,67732.0
Azusa Pacific University,34.1300755,-117.8883593,1899.0,High income,1.0,43951.0
A��Ri ��Brahim ��E��En University,39.7219315,42.9924428,2007.0,Upper middle income,0.0,38175.0
Baba Farid University Of Health Sciences,30.6835943,74.7347734,1998.0,Lower middle income,0.0,106398.0
Baba Ghulam Shah Badshah University,33.3963961,74.3486994,2005.0,Lower middle income,0.0,690361.0
Babasaheb Bhimrao Ambedkar Bihar University,26.1099393,85.3769264,1952.0,Lower middle income,0.0,39168.0
Babasaheb Bhimrao Ambedkar University,26.764161,80.9294641,1989.0,Lower middle income,0.0,325610.0
Babcock University,6.8919863,3.7181286,1959.0,Lower middle income,1.0,46537.0
Babe��-Bolyai University Of Cluj-Napoca,46.7671409,23.5921395,1919.0,High income,0.0,49715.0
Babson College,42.2964421,-71.2657077,1919.0,High income,1.0,30512.0
Bac Ninh University Of Physical Education And Sports,21.1246714,105.953882,1959.0,Lower middle income,0.0,40413.0
Bacarra Medical Center School Of Midwifery And College Of Nursing,18.2570116,120.6124283,1977.0,Lower middle income,1.0,41285.0
Baden-Wuerttemberg Cooperative State University,48.7823105,9.176558,1974.0,High income,0.0,136430.0
Badji Mokhtar University Of Annaba,36.8689474,7.7184796,1975.0,Lower middle income,0.0,231144.0
Baekseok University.,36.8394518,127.1839014,1993.0,High income,1.0,63593.0
Baganga College.,14.600725,120.974609,2005.0,Lower middle income,0.0,38229.0
Baguio Central University,16.4174682,120.5965085,1945.0,Lower middle income,1.0,33206.0
Baguio College Of Technology,16.4123221,120.5960881,1972.0,Lower middle income,1.0,37292.0
Bahauddin Zakariya University,30.2273016,71.4782754,1975.0,Lower middle income,0.0,83634.0
Bahia School Of Medicine And Public Health,-12.9907522,-38.4883538,1953.0,Upper middle income,1.0,31448.0
Bahir Dar University,11.5743818,37.398015,2000.0,Low income,0.0,123948.0
Bahria University,33.7155886,73.0288246,2000.0,Lower middle income,0.0,33039.0
Baicheng Normal College,45.6185406,122.8230116,1958.0,Upper middle income,0.0,42761.0
Baikal State University,52.2769959,104.2828696,1930.0,Upper middle income,0.0,46456.0
Baku Slavic University,40.3838997,49.8434369,1946.0,Upper middle income,0.0,348860.0
Baku State University,40.3745539,49.8114651,1919.0,Upper middle income,0.0,163639.0
Balabagan Trade School,7.5099345,124.138291,1967.0,Lower middle income,0.0,58026.0
Balikesir University,39.541071,28.008696,1910.0,Upper middle income,0.0,48358.0
Balite Institute Of Technology,9.1978385,123.5771395,1993.0,Lower middle income,1.0,33457.0
Baliuag Maritime Foundation,14.7782952,120.9510493,1994.0,Lower middle income,1.0,30588.0
Baliuag University.,14.9527002,120.8981425,1925.0,Lower middle income,1.0,105434.0
Balkh University,36.7101554,67.1272604,1988.0,Low income,0.0,45730.0
Ball State University,40.2024494,-85.4049331,1918.0,High income,0.0,271074.0
Baltic Federal University Named After Emmanuel Kant,54.7242934,20.5274806,1947.0,Upper middle income,0.0,36124.0
Baltic State Technical University Named After D.F. Ustinov 'Voenmeh',59.9163641,30.3172284,1875.0,Upper middle income,0.0,67301.0
Balud Municipal College,12.0427316,123.2003514,2006.0,Lower middle income,0.0,31608.0
Banaras Hindu University,25.2677203,82.9912582,1915.0,Lower middle income,0.0,217579.0
Banasthali University (Deemed To Be University),26.4026939,75.8750644,1935.0,Lower middle income,1.0,42127.0
Banat University Of Agricultural Sciences And Veterinary Medicine Of Timi��Oara,45.7828102,21.2156934,1945.0,High income,0.0,44789.0
Bandung Institute Of Technology,-6.89148,107.6106591,1920.0,Upper middle income,1.0,156422.0
Bandung National Institute Of Technology,-6.8979448,107.6361928,1972.0,Upper middle income,1.0,54548.0
Bangalore University,12.9504048,77.5020617,1964.0,Lower middle income,0.0,1317614.0
Bangkok Thonburi University,13.7685608,100.34508,2002.0,Upper middle income,1.0,35847.0
Bangkok University,14.0394208,100.6116993,1962.0,Upper middle income,1.0,32760.0
Bangladesh Agricultural University,24.7196252,90.4266584,1961.0,Lower middle income,0.0,45090.0
Bangladesh Open University,23.9513712,90.3796948,1992.0,Lower middle income,0.0,1706019.0
Bangladesh University Of Engineering And Technology,23.7265659,90.3926596,1846.0,Lower middle income,0.0,58193.0
Banking University Of Ho Chi Minh City,10.8576044,106.7634402,1976.0,Lower middle income,0.0,38327.0
Bansomdet Chaopraya Rajabhat University,13.7317842,100.4891081,1923.0,Upper middle income,0.0,66196.0
Bantayan Southern Institute,11.1714829,123.716576,1947.0,Lower middle income,1.0,47416.0
Baoding University,38.8764037,115.5521764,1904.0,Upper middle income,0.0,60330.0
Baoji University Of Arts And Sciences,34.348444,107.160648,1958.0,Upper middle income,0.0,70790.0
Bar-Ilan University,32.0691989,34.8430876,1953.0,High income,0.0,188861.0
Baranovichi State University,53.125376,26.0393657,2004.0,Upper middle income,0.0,30025.0
Barely University,6.4343186,3.4094336,1981.0,Lower middle income,0.0,84479.0
Barkatullah University,23.199492,77.4480484,1970.0,Lower middle income,0.0,565715.0
Barry University,25.8790392,-80.196611,1940.0,High income,1.0,56569.0
Bart'S University,41.6006658,32.3458422,2008.0,Upper middle income,0.0,37875.0
Bar��O De Mau�� University Center,-21.1827519,-47.7970429,1966.0,Upper middle income,1.0,35562.0
Bashkir State Agrarian University,54.7379941,55.9837261,1930.0,Upper middle income,0.0,118448.0
Bashkir State Medical University,54.7211542,55.9442251,1932.0,Upper middle income,0.0,30438.0
Bashkir State University,54.7201265,55.9329461,1957.0,Upper middle income,0.0,158006.0
Basilan State College,6.6920172,121.9611742,1984.0,Lower middle income,0.0,51895.0
Bataan Heroes Memorial College,14.6689684,120.5254376,1979.0,Lower middle income,1.0,35523.0
Bataan Peninsula State University,14.7384366,120.4462678,1953.0,Lower middle income,0.0,60143.0
Batanes State College,20.4510872,121.9685937,1967.0,Lower middle income,0.0,59309.0
Batangas College Of Arts And Sciences,13.9453372,121.1199493,2000.0,Lower middle income,1.0,30073.0
Batangas Eastern College,13.8286524,121.3957911,1940.0,Lower middle income,1.0,41390.0
Batangas State University,13.7542795,121.0530375,1903.0,Lower middle income,0.0,154643.0
Bath Spa University,51.3749494,-2.4393869,1852.0,High income,0.0,60497.0
Batman University,37.7873005,41.0627914,2008.0,Upper middle income,0.0,38187.0
Bato Institute Of Science And Technology,10.3359978,124.7850537,1995.0,Lower middle income,1.0,33416.0
Batumi Shota Rustaveli State University,41.649945,41.626779,1935.0,Upper middle income,0.0,89277.0
Bauhaus University Weimar,50.9745958,11.3290373,1860.0,High income,0.0,40320.0
Bayawan College,9.3701909,122.8058463,1986.0,Lower middle income,1.0,31449.0
"Bayero University, Kano",11.9742413,8.4684437,1960.0,Lower middle income,0.0,156829.0
Before City College,43.7840347,-79.2331848,1980.0,Lower middle income,0.0,55662.0
Beibu Gulf University,21.9682575,108.6335073,1973.0,Upper middle income,0.0,49203.0
Beifang University Of Nationalities,38.498316,106.112927,1984.0,Upper middle income,0.0,50205.0
Beihang University,39.984792,116.344527,1952.0,Upper middle income,0.0,157934.0
Beihua University,43.808842,126.56335,1999.0,Upper middle income,0.0,162772.0
"Beijiing Institute Of Technology, Zhuhai",22.3665667,113.5469796,2004.0,Upper middle income,1.0,71838.0
Beijing City University,40.0903772,116.2523409,1984.0,Upper middle income,1.0,94356.0
Beijing Dance Academy,39.947998,116.318955,1954.0,Upper middle income,0.0,45570.0
Beijing Foreign Studies University,39.956217,116.313644,1941.0,Upper middle income,0.0,58701.0
Beijing Forestry University,40.004488,116.3499723,1952.0,Upper middle income,0.0,96803.0
Beijing Information Science And Technology University,40.0433204,116.3418109,1986.0,Upper middle income,0.0,39317.0
Beijing Institute Of Graphic Communication,39.743883,116.330134,1978.0,Upper middle income,0.0,41190.0
Beijing Institute Of Petrochemical Technology,39.746806,116.325984,1978.0,Upper middle income,0.0,31017.0
Beijing Institute Of Technology,39.9603704,116.3123886,1940.0,Upper middle income,0.0,142054.0
Beijing International Studies University,39.909814,116.562747,1964.0,Upper middle income,0.0,55566.0
Beijing Jiaotong University,39.952371,116.347005,1896.0,Upper middle income,0.0,113288.0
Beijing Language And Culture University,39.994438,116.348521,1962.0,Upper middle income,0.0,36190.0
Beijing Normal University,39.9619537,116.3662615,1902.0,Upper middle income,0.0,143302.0
Beijing Union University,39.918709,116.372004,1985.0,Upper middle income,0.0,234264.0
Beijing University Of Chemical Technology,39.970954,116.421053,1958.0,Upper middle income,0.0,99913.0
Beijing University Of Chinese Medicine,39.971062,116.427603,1956.0,Upper middle income,0.0,144400.0
Beijing University Of Chinese Medicine Dongfang College,39.784863,116.750915,2005.0,Upper middle income,1.0,41444.0
Beijing University Of Civil Engineering And Architecture,39.935321,116.342721,1936.0,Upper middle income,0.0,58654.0
Beijing University Of Posts And Telecommunications,39.962796,116.358103,1955.0,Upper middle income,0.0,99310.0
Beijing University Of Technology,39.871611,116.479529,1960.0,Upper middle income,0.0,120290.0
Beirut Arab University,33.8728994,35.4969011,1960.0,Upper middle income,1.0,169360.0
Beit Berl College,32.2009578,34.9263533,1949.0,High income,0.0,57855.0
Belarus State Agrarian And Technical University,53.9274465,27.622252,1954.0,Upper middle income,0.0,77253.0
Belarus State Economics University,53.8783113,27.6079275,1933.0,Upper middle income,0.0,164876.0
Belarusian National Technical University,53.9210216,27.5930322,1920.0,Upper middle income,0.0,188345.0
Belarusian State Agricultural Academy,54.2937153,30.989118,1840.0,Upper middle income,0.0,107750.0
Belarusian State Medical University,53.861487,27.4850439,1921.0,Upper middle income,0.0,51241.0
Belarusian State Pedagogical University Named After Maxim Tank,53.8946853,27.5445297,1914.0,Upper middle income,0.0,102484.0
Belarusian State Technological University,53.9062243,27.576388,1930.0,Upper middle income,0.0,89246.0
Belarusian State University,53.893946,27.5469736,1921.0,Upper middle income,0.0,235303.0
Belarusian State University Of Culture And Arts,53.886864,27.5418905,1975.0,Upper middle income,0.0,38903.0
Belarusian State University Of Informatics And Radioelectronics,53.9188056,27.5937052,1964.0,Upper middle income,0.0,105612.0
Belarusian State University Of Physical Culture,53.935453,27.4896088,1937.0,Upper middle income,0.0,56071.0
Belarusian Trade And Economics University Of Consumer Cooperatives,52.4064235,30.9355323,1964.0,Upper middle income,1.0,37153.0
Belarusian-Russian University,53.9080343,30.3439963,1961.0,Upper middle income,0.0,65596.0
Belgorod State National Research University,50.5940354,36.5761315,1876.0,Upper middle income,0.0,82416.0
Belgorod State Technical University Named After V.G. Shoukhov,50.5804522,36.5966926,1957.0,Upper middle income,0.0,73366.0
"Belgorod University Of Cooperation, Economics And Law",50.6224481,36.5859857,1978.0,Upper middle income,1.0,47546.0
